Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Snacks, noten, zoutjes;Bamibal bereid ;stuks;85;274;7;30;14;7;7;7.4;1;20;0;0;776;39;1.7;7;5;1.21;164;85;7;0.05;0.03;0.07;;6;0.2;2.2;6;1.1;2;28;20;12.1
Snacks, noten, zoutjes;Barbecuepizza ;stuks;100;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5
Snacks, noten, zoutjes;Bierworstje Bifiworstje ;middel;30;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4
Snacks, noten, zoutjes;Biscuitje zout ;stuks;4;503;8;63;24;11;13;3;1.6;0;0;2;700;38;1.6;24;4;0.41;227;112;0;0.03;0.03;0.04;0;0;0.1;1.9;13;1;11.1;50.8;32;14
Snacks, noten, zoutjes;Bitterbal bereid in oven ;stuks;17;298;11;23;18;9;9;2;1;32;0;0;726;;1.7;;;;155;;3;;;;;;;;;;3;20;20;
Snacks, noten, zoutjes;Bitterbal gefrituurd ;rondje;16;233;11;17;14;6;8;2.8;0.5;22;0;0;630;21;1.7;19;5;1.4;147;90;3;0.04;0.01;0.04;;0;0.7;1.8;;0.9;2.2;14.7;18;8.4
Snacks, noten, zoutjes;Bladerdeeg rauw ;gram;1;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1
Snacks, noten, zoutjes;Borrelnoten ;handje;25;553;16;47;33;8;26;0;7.6;0;0;5.5;1;37;0.9;210;3;1.18;350;350;0;0.11;0.09;0.57;0;0;0;4.5;12;16;5;42;65;21.5
Snacks, noten, zoutjes;Cashew noten ;handje;15;623;19;22;51;10;41;0;8.5;0;0;7.7;14;50;5;243;34;4.38;552;400;0;0.6;0.2;0.35;0;0;0;1.3;50;2;9;13;76;21.1
Snacks, noten, zoutjes;Cervelaatworst ;broodbeleg;15;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4
Snacks, noten, zoutjes;Chips ;zakje;25;536;5;51;35;15;19;0.2;3.2;2;0;4.6;385;27;2.3;60;1;1.3;1.048;150;7;0.1;0.04;0.72;0;11;0;4.3;12;2.1;0.6;50.6;21;28.3
Snacks, noten, zoutjes;Chips light ;handje;10;464;7;57;23;5;18;0;2;2;0;4.7;578;27;2.3;60;1;1.3;1.048;150;7;0.1;0.04;0.72;0;11;;;12;2.1;0.9;56.4;28;21.7
Snacks, noten, zoutjes;Chips tortilla ;handje;13;479;7;63;22;9;13;0;2.5;0;0;4.3;288;154;1.5;88;7;1.53;197;205;38;0.08;0.18;0.29;0;0;0;1.4;10;1.3;1;61.5;28;29.7
Snacks, noten, zoutjes;Chocoladepinda's ;handje;17;514;10;57;27;11;16;0.1;4;9;0;2.3;58;130;1.6;69;1;1.1;364;126;13;0.1;0.18;0.2;0;0;0.4;1.4;;3.3;53.1;4.2;29;12.4
Snacks, noten, zoutjes;Chorizo ;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5
Snacks, noten, zoutjes;Cocktailworstje ;middel;30;200;13;6;14;5;9;0.1;1.5;154;0;0.5;1;22;1.1;10;7;1.4;117;150;6;0.5;0.08;0.09;0.44;0;0.7;0.2;1;4;0.2;5.3;0;11.5
Snacks, noten, zoutjes;Drumsticks bereid mz ;grote;80;230;26;0;14;5;9;0.3;2.6;;0;0;500;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Snacks, noten, zoutjes;Drumsticks bereid zz ;grote;80;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Snacks, noten, zoutjes;Eiersalade ;beleg toast ;;250;7;6;22;3;19;0.1;4.8;717;0;1.4;431;25;1.6;7;16;1.07;87;99;54;0.04;0.17;0.05;0.9;0;1.4;17.1;34;0.1;6;0.1;0;13.9
Snacks, noten, zoutjes;Filet am?ricain ;broodbeleg;20;147;18;2;7;2;6;0.1;2.6;46;0;0;757;6;1.8;21;7;3.29;305;153;4;0.03;0.05;0.24;1.6;0;0.1;1.3;4;5;1.2;0.6;0;8.4
Snacks, noten, zoutjes;Frikandel bereid ;middel;63;259;13;8;19;6;13;0.6;2.5;55;0;0;1.1;86;2;21;11;1;196;174;27;0.07;0.1;0.15;;0;0.6;1.3;;7.6;0;8.1;0;13.4
Snacks, noten, zoutjes;Frites sticks ;handje;10;484;7;58;25;11;14;0.2;2.3;0;0;4;700;27;2.3;60;1;1.3;1.048;150;7;0.11;0.07;0.32;0;11;0;3.1;12;4.6;1.3;56.3;29;20.5
Snacks, noten, zoutjes;Ham-preisalade ;beleg toast klein;12;239;3;9;21;2;20;0;4.3;55;0;1.9;519;25;0.4;8;3;0.34;132;76;22;0.1;0.08;0.1;0.13;3;0.1;18.2;21;0.5;4.5;4;2;22.4
Snacks, noten, zoutjes;Haring gezouten ;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13
Snacks, noten, zoutjes;Haringfilet (tom.saus) blik ;tom.saus;;167;15;3;11;3;8;0;0.4;90;0;0;312;150;2;61;24;0.53;295;250;32;0;0.2;0.1;10.4;0;;3.6;10;5.3;2.8;0.3;0;16.7
Snacks, noten, zoutjes;Hazelnoten ;handje;25;701;14;6;69;5;64;0;7.1;0;0;8.2;2;200;3;154;0;2.4;600;300;0;0.4;0.07;0.25;0;6;0;25;53;2;5;1;56;21.4
Snacks, noten, zoutjes;Hollandse nieuwe haring ;broodbeleg;45;167;19;1;10;3;7;0;0;59;0;0;1.089;40;1.5;34;49;0.62;292;250;22;0;0.25;0.3;9;0;9.6;1.2;7;4;0;0.5;0;13
Snacks, noten, zoutjes;Japanse mix+rijstcrac/pinda ;handje;10;418;11;76;8;1;7;0;2.2;0;0;1.7;495;18;0.9;47;8;1.47;223;139;0;0.05;0.05;0.18;0;0;0;1.1;18;3.6;2.4;73.1;43;13
Snacks, noten, zoutjes;Kaaskoekje gemiddeld ;stuks;2;505;13;41;32;17;15;1;1.6;79;0;1.5;898;232;1.2;32;7;1.5;184;235;225;;;;;;;3;;;2.7;38.4;17;18.4
Snacks, noten, zoutjes;Kaassoesje ;stuks;15;320;6;9;29;16;13;0.8;3;122;0;0.2;233;95;0.5;9;6;0.7;58;105;306;0.02;0.12;0.03;0.81;0;1.3;1.3;11;0.1;0.4;8.2;5;16.7
Snacks, noten, zoutjes;Kaassouffl? onbereid ;stuks;50;166;7;21;6;3;3;0.1;0.7;23;0;0.4;220;146;0.3;16;3;0.7;146;129;45;0.04;0.16;0.06;0.34;1;0.3;0.3;9;0.3;4.7;16.3;10;18.4
Snacks, noten, zoutjes;Kastanjes ;product ;;177;4;35;2;0;2;0;0.9;0;0;6.8;5;40;1;45;0;0;600;90;0;0.3;0.05;0.3;0;0;0;1.2;141;1;6;29;16;22.5
Snacks, noten, zoutjes;Kerstomaatje rauw ;stuks;12;11;1;2;0;0;0;0;0;0;0;1.3;10;10;0.3;10;0;0.15;256;26;43;0.05;0.02;0.08;0;15;0;0.7;8;0.5;1.9;0;4;28.9
Snacks, noten, zoutjes;Kikkererwten geroosterd ;handje;25;373;21;54;8;1;7;0;3.1;0;0;13.7;;;5;;;;;;;0.13;0.13;0.51;0;;;;;;1;52.6;85;
Snacks, noten, zoutjes;Kip m vel bereid ;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Snacks, noten, zoutjes;Kip-kerriesalade ;beleg toast klein;15;278;8;7;24;3;21;0.2;6.8;161;0;1.9;466;16;0.4;18;6;0.41;154;86;28;0.11;0.07;0.1;0.12;1;0.4;20.8;3;1.7;7.1;0.2;0;10.4
Snacks, noten, zoutjes;Kipkantje ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Snacks, noten, zoutjes;Kipnugget gefrituurd ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Snacks, noten, zoutjes;Kipnuggets bereid in olie ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Snacks, noten, zoutjes;Kipnuggets bereid in oven ;stuks;17;254;14;18;14;5;9;1.3;1.8;;0;0;760;;0.9;25;;0.74;304;171;;0.08;0.06;0.24;0.29;;;;9;;2;16.4;0;11.9
Snacks, noten, zoutjes;Kippenpoot bereid mz ;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;500;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Snacks, noten, zoutjes;Kippenpoot bereid zz ;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Snacks, noten, zoutjes;Kipsat? met saus ;portie;50;187;18;7;10;3;7;0.2;2.5;51;0;0.9;660;20;1.6;47;8;1.3;352;200;0;0.04;0.04;0.21;;0;0.3;2.3;;9.2;0;6.8;18;11.3
Snacks, noten, zoutjes;Knakworst ;middel;30;200;13;6;14;5;9;0.1;1.5;154;0;0.5;1;22;1.1;10;7;1.4;117;150;6;0.5;0.08;0.09;0.44;0;0.7;0.2;1;4;0.2;5.3;0;11.5
Snacks, noten, zoutjes;Koekje zout ;stuks;8;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1
Snacks, noten, zoutjes;Kokos ;eetlepel punt;8;388;4;3;40;31;10;0;2;0;0;13.6;25;20;2;;;;400;90;0;0.03;0.01;0.04;0;0;;;19;0.3;1;2;16;22.5
Snacks, noten, zoutjes;Kokosnootvlees ;eetlepel punt;8;388;4;3;40;31;10;0;2;0;0;13.6;25;20;2;;;;400;90;0;0.03;0.01;0.04;0;0;;;19;0.3;1;2;16;22.5
Snacks, noten, zoutjes;Komkommer rauw ;eetlepel punt;30;8;1;1;0;0;0;0;0;0;0;0.7;5;18;0.2;10;0;0.12;124;24;17;0.03;0.01;0.03;0;0;0;0.1;5;0.2;1.2;0;3;30
Snacks, noten, zoutjes;Komkommersalade ;beleg toast klein;15;171;1;8;15;3;12;0;4.6;12;0;0.4;500;22;0.4;8;0;0.15;128;30;12;0.02;0.02;0.02;0.05;4;0;0.1;4;0.1;5.5;2.5;3;30
Snacks, noten, zoutjes;Korstgebak zout ;stuks;8;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1
Snacks, noten, zoutjes;Kroepoek bereid ;handje;10;510;4;69;24;3;21;9.2;2.3;100;0;0.4;573;25;3.4;18;;;113;65;0;0;0.01;0.01;;0;0;0;0;;0;68.9;0;16.7
Snacks, noten, zoutjes;Kroket ;stuks;65;233;11;17;14;6;8;2.8;0.5;22;0;0;630;21;1.7;19;5;1.4;147;90;3;0.04;0.01;0.04;;0;0.7;1.8;;0.9;2.2;14.7;18;8.4
Snacks, noten, zoutjes;Kroket bereid in oven ;grote;63;209;4;28;9;4;5;1;0.2;22;0;0;500;;1.7;;;;264;;3;;;;;;;;;;3;25;8;
Snacks, noten, zoutjes;Kuit/hom gebakken ;stuks;50;262;14;4;21;3;18;0.6;;609;0;0.2;;;1;;;;;;75;;;;;;;;;;0;3.9;0;
Snacks, noten, zoutjes;Lijnzaad ;eetlepel rond;5;407;19;13;31;3;28;0;4;0;0;34.8;0;260;0;181;;7.8;725;660;0;0.41;0.96;0;0;0;0;0.7;;0.9;0;13;76;34.7
Snacks, noten, zoutjes;Loempia ;stuks ;;177;7;19;8;1;7;0;1.3;99;0;2;608;34;1;16;3;0.73;166;81;8;0.09;0.08;0.09;0.17;5;0.4;1.2;;0.7;2.9;15.7;16;11.4
Snacks, noten, zoutjes;M & M's met pinda's ;handje;17;514;10;57;27;11;16;0.1;4;9;0;2.3;58;130;1.6;69;1;1.1;364;126;13;0.1;0.18;0.2;0;0;0.4;1.4;;3.3;53.1;4.2;29;12.4
Snacks, noten, zoutjes;Minipizza ;stuks;100;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5
Snacks, noten, zoutjes;Mosselen in zuur glas ;stuks;3;125;23;0;4;1;2;0;0;80;0;0;370;100;6.9;23;54;1.8;100;250;123;0.15;0.17;0.05;22;2;0;1.1;27;1.6;0;0;0;10.8
Snacks, noten, zoutjes;Nasibal diepvries bereid ;mini;10;296;6;31;17;8;8;2.6;1;20;0;0.8;776;39;1.7;;;;164;85;11;0.05;0.03;0.07;;;;;5;;0;31;19;14.7
Snacks, noten, zoutjes;Nibbits ;handje;8;476;3;65;23;11;12;0;2.3;0;0;3.3;1.358;20;1.2;43;1;0.6;602;120;0;0;0.08;;0;;0;;15;2.7;1.4;63.6;13;36.4
Snacks, noten, zoutjes;Noten gemengd ;klein handje;15;625;28;11;52;9;43;0;15.9;0;0;7.7;257;37;1.7;210;11;3.1;694;400;0;0.11;0.1;0.57;0;0;0;5.4;17;16;5.5;5.5;112;14.2
Snacks, noten, zoutjes;Noten gemengd gezouten ;handje;25;624;23;13;53;8;45;0;12.5;0;0;8.3;295;80;2.9;218;15;3.33;665;392;0;0.26;0.14;0.43;0;1;0;6.4;30;9.8;5.9;6.6;93;16.8
Snacks, noten, zoutjes;Noten gemengd ongezouten ;handje;25;629;24;13;54;9;45;0;12.6;0;0;8.4;7;81;2.9;218;15;3.35;670;395;0;0.26;0.14;0.44;0;1;0;6.4;31;9.9;6;6.7;94;16.8
Snacks, noten, zoutjes;Noten pinda's dry roasted ;klein handje;15;563;24;11;47;8;39;0;14.4;0;0;7;950;37;1.6;173;3;3.2;694;389;0;0.24;0.09;0.38;0;0;0;5;17;13.6;3.5;7.5;96;16.2
Snacks, noten, zoutjes;Olijven blik/glas ;dessertschaaltje;20;103;1;0;11;2;9;0;0.8;0;0;4;2.25;61;1.8;22;1;0.22;91;17;24;0;0;0.02;0;0;0;2;0;0;0;0;4;18.9
Snacks, noten, zoutjes;Ossenworst ;broodbeleg;20;147;18;2;7;2;6;0.1;2.6;46;0;0;757;6;1.8;21;7;3.29;305;153;4;0.03;0.05;0.24;1.6;0;0.1;1.3;4;5;1.2;0.6;0;8.4
Snacks, noten, zoutjes;Paranoten ;stuks;3;683;15;5;67;17;50;0;25.1;0;0;9;10;175;4;410;254;4.2;600;600;0;1;0.04;0.31;0;0;0;7.2;15;0.2;2;3;60;40
Snacks, noten, zoutjes;Pasteibakje roomboter ;stuks;30;655;7;42;51;33;18;2.2;0.6;99;0;1.4;326;15;0.6;;;;94;50;155;0.32;0.26;0.1;0;0;;;5;3.8;3;39;28;7.1
Snacks, noten, zoutjes;Pecannoten ;handje;25;702;15;8;68;5;63;0;37.4;0;0;7.9;12;90;3;160;19;3;500;400;0;0.45;0.3;0.45;0;4;0;2.5;48;1.2;8;0;60;26.7
Snacks, noten, zoutjes;Pencannoten ;handje;18;691;9;6;70;6;65;0;16.6;0;0;4.7;1;61;2.2;130;12;5.3;520;310;7;0.71;0.15;0.19;0;0;0;4.3;39;1.4;4.3;1.5;37;33.7
Snacks, noten, zoutjes;Pepsels ;stuks;1;373;12;70;5;2;4;0;0.4;0;0;4.2;1.66;36;4.3;35;;0.9;141;110;0;0.46;0.62;0.12;0;0;0;;13;5.3;3.3;66.2;48;9.2
Snacks, noten, zoutjes;Pijnboompitten ;eetlepel punt;15;633;18;13;57;7;50;0;35.3;0;0;7.4;62;79;4.9;363;49;5.4;660;640;0;1.62;0.17;1.3;0;0;0;37.8;;5.8;0;13;72;35.6
Snacks, noten, zoutjes;Pinda's gezouten ;klein handje;15;625;28;11;52;9;43;0;15.9;0;0;7.7;257;37;1.7;210;11;3.1;694;400;0;0.11;0.1;0.57;0;0;0;5.4;17;16;5.5;5.5;112;14.2
Snacks, noten, zoutjes;Pinda's noten dry roasted ;klein handje;15;563;24;11;47;8;39;0;14.4;0;0;7;950;37;1.6;173;3;3.2;694;389;0;0.24;0.09;0.38;0;0;0;5;17;13.6;3.5;7.5;96;16.2
Snacks, noten, zoutjes;Pinda's ongezouten ;klein handje;15;625;28;11;52;9;43;0;15.9;0;0;7.7;6;42;1.7;210;11;3.1;694;400;0;0.11;0.1;0.57;0;0;0;5.4;17;16;5.5;5.5;112;14.2
Snacks, noten, zoutjes;Pistachenootjes gepeld ;handje;25;591;19;5;55;4;51;0;10;0;0;14.3;5;250;4;260;4;3.1;900;450;0;0.12;0.35;0.1;0;0;0;24;35;3.5;2;3;76;23.7
Snacks, noten, zoutjes;Pistachenoten ;handje;20;617;21;25;48;6;42;0;7;0;0;10.8;6;135;6.8;158;6;1.34;1.093;503;0;0.82;0.17;0.25;0;7;0;5.2;58;1.1;17.4;7.4;82;24.4
Snacks, noten, zoutjes;Pizza mini (diepvries) ;diepvries;;287;12;35;11;2;9;0.1;1.9;18;0;1.4;672;21;0.7;19;4;1.07;276;150;29;0.15;0.09;0.07;0.59;0;0.3;2.1;;1.4;7;28;24;12.5
Snacks, noten, zoutjes;Prei- en hamsalade ;beleg toast klein;12;239;3;9;21;2;20;0;4.3;55;0;1.9;519;25;0.4;8;3;0.34;132;76;22;0.1;0.08;0.1;0.13;3;0.1;18.2;21;0.5;4.5;4;2;22.4
Snacks, noten, zoutjes;Radijs rauw ;bos;100;20;1;4;0;0;0;0;0;0;0;1;25;30;2;11;0;0.2;250;30;1;0.05;0.03;0.08;0;20;0;0;28;0.2;3;1;4;30
Snacks, noten, zoutjes;Rettich ;stuks;190;20;1;4;0;0;0;0;0;0;0;1;25;30;2;11;0;0.2;250;30;1;0.05;0.03;0.08;0;20;0;0;28;0.2;3;1;4;30
Snacks, noten, zoutjes;Ringlings ;handje;8;500;2;60;28;14;14;0;2.8;0;0;1.9;900;20;1.2;37;1;0.6;602;120;0;0;0.08;;0;;0;;;2.7;5.5;54.5;8;60
Snacks, noten, zoutjes;Salade eier- ;beleg toast ;;250;7;6;22;3;19;0.1;4.8;717;0;1.4;431;25;1.6;7;16;1.07;87;99;54;0.04;0.17;0.05;0.9;0;1.4;17.1;34;0.1;6;0.1;0;13.9
Snacks, noten, zoutjes;Salade hamprei- ;beleg toast klein;12;239;3;9;21;2;20;0;4.3;55;0;1.9;519;25;0.4;8;3;0.34;132;76;22;0.1;0.08;0.1;0.13;3;0.1;18.2;21;0.5;4.5;4;2;22.4
Snacks, noten, zoutjes;Salade huzaren- ;groentelepel punt;75;154;6;14;9;1;8;0;1.2;82;0;2;410;10;0.7;14;1;0.28;220;46;21;0.06;0.02;0.06;0.6;1;0.1;4.5;9;;2.4;11.4;8;8.2
Snacks, noten, zoutjes;Salade kip-kerrie- ;beleg toast klein;15;278;8;7;24;3;21;0.2;6.8;161;0;1.9;466;16;0.4;18;6;0.41;154;86;28;0.11;0.07;0.1;0.12;1;0.4;20.8;3;1.7;7.1;0.2;0;10.4
Snacks, noten, zoutjes;Salade komkommer- ;beleg toast klein;15;171;1;8;15;3;12;0;4.6;12;0;0.4;500;22;0.4;8;0;0.15;128;30;12;0.02;0.02;0.02;0.05;4;0;0.1;4;0.1;5.5;2.5;3;30
Snacks, noten, zoutjes;Salade preiham- ;beleg toast klein;12;239;3;9;21;2;20;0;4.3;55;0;1.9;519;25;0.4;8;3;0.34;132;76;22;0.1;0.08;0.1;0.13;3;0.1;18.2;21;0.5;4.5;4;2;22.4
Snacks, noten, zoutjes;Salade selderij- ;beleg toast klein;15;190;1;9;17;2;14;0.2;3.2;60;0;3.2;348;30;0.8;8;3;0.15;132;36;12;0.02;0.02;0.06;0.1;1;0.1;12.9;17;0.5;1.6;7.9;2;40
Snacks, noten, zoutjes;Salade vis- ;beleg toast ;;287;8;7;25;3;22;0.2;7.4;172;0;1.2;557;78;0.7;15;28;0.32;188;149;28;0.04;0.11;0.23;0.75;0;6.2;23.8;11;3.1;5.3;2;3;18.6
Snacks, noten, zoutjes;Salami ;broodbeleg;15;386;18;0;35;14;21;0.2;2.4;32;0;0;1.358;35;1.5;10;0;1.7;302;167;10;0.18;0.2;0.1;1.4;0;0.3;0.3;2;2.6;0.2;0;0;9.5
Snacks, noten, zoutjes;Sat? kip- met saus ;portie;50;187;18;7;10;3;7;0.2;2.5;51;0;0.9;660;20;1.6;47;8;1.3;352;200;0;0.04;0.04;0.21;;0;0.3;2.3;;9.2;0;6.8;18;11.3
Snacks, noten, zoutjes;Sat? varkens- met saus ;stokje;50;213;17;7;13;4;9;0.1;2.7;53;0;0.9;711;38;1;47;8;1.3;270;230;8;0.18;0.08;0.36;;0;0.3;2.3;;7.3;0;6.8;18;13.6
Snacks, noten, zoutjes;Saucijzenbroodje ;stuks;70;392;10;33;24;11;13;1.1;1.7;45;0;0.7;787;12;1.2;16;7;1.65;160;106;64;0.23;0.16;0.09;0.9;15;0.5;0.1;4;2.7;2.1;31.1;11;10.5
Snacks, noten, zoutjes;Selderijsalade ;beleg toast klein;15;190;1;9;17;2;14;0.2;3.2;60;0;3.2;348;30;0.8;8;3;0.15;132;36;12;0.02;0.02;0.06;0.1;1;0.1;12.9;17;0.5;1.6;7.9;2;40
Snacks, noten, zoutjes;Sesampasta tahin ;eetlepel;15;577;22;6;52;8;44;0;22.4;0;0;12.4;361;892;11.7;353;;5.4;480;564;0;0.32;0.13;0.15;0;0;0;0;72;4.9;0;6;88;25.8
Snacks, noten, zoutjes;Sesamzaad ;eetlepel punt;12;623;26;6;55;8;47;0;23.8;0;0;3;40;670;7.8;370;;5.4;407;778;0;0.72;0.08;0.15;0;0;0;2.5;71;4.7;0;6;104;29.9
Snacks, noten, zoutjes;Slaatje ;groentelepel punt;75;154;6;14;9;1;8;0;1.2;82;0;2;410;10;0.7;14;1;0.28;220;46;21;0.06;0.02;0.06;0.6;1;0.1;4.5;9;;2.4;11.4;8;8.2
Snacks, noten, zoutjes;Snijworst ;broodbeleg;15;392;19;1;35;14;21;0.2;2.3;32;0;0;1.58;14;1.9;17;11;2.69;225;160;10;0.11;0.15;0.2;1.2;0;0.3;0.1;2;4;0.8;0;0;8.4
Snacks, noten, zoutjes;Soesje kaas ;stuks;15;320;6;9;29;16;13;0.8;3;122;0;0.2;233;95;0.5;9;6;0.7;58;105;306;0.02;0.12;0.03;0.81;0;1.3;1.3;11;0.1;0.4;8.2;5;16.7
Snacks, noten, zoutjes;Stokje zoute ;stuks;1;373;12;70;5;2;4;0;0.4;0;0;4.2;1.66;36;4.3;35;;0.9;141;110;0;0.46;0.62;0.12;0;0;0;;13;5.3;3.3;66.2;48;9.2
Snacks, noten, zoutjes;Studentenhaver ;handje;25;482;11;35;33;5;28;0;9;0;0;8.1;10;120;2.8;160;170;1.75;725;275;0;0.33;0.08;0.21;0;1;0;6.4;104;1;34.3;1.1;44;25
Snacks, noten, zoutjes;Tahin sesampasta ;eetlepel;15;577;22;6;52;8;44;0;22.4;0;0;12.4;361;892;11.7;353;;5.4;480;564;0;0.32;0.13;0.15;0;0;0;0;72;4.9;0;6;88;25.8
Snacks, noten, zoutjes;Tomaat rauw ;middel;70;11;1;2;0;0;0;0;0;0;0;1.3;10;10;0.3;10;0;0.15;256;26;43;0.05;0.02;0.08;0;15;0;0.7;8;0.5;1.9;0;4;28.9
Snacks, noten, zoutjes;Tortillachips ;handje;13;479;7;63;22;9;13;0;2.5;0;0;4.3;288;154;1.5;88;7;1.53;197;205;38;0.08;0.18;0.29;0;0;0;1.4;10;1.3;1;61.5;28;29.7
Snacks, noten, zoutjes;Ui (Amsterdams) ;Amsterdams;;28;0;7;0;0;0;0;0;0;0;1.8;333;25;0.6;5;1;0.1;88;25;0;0;0;0.9;0;2;0;0.1;10;0;5;2;0;
Snacks, noten, zoutjes;Uitjes gefrituurd zak ;eetlepel punt;5;623;6;44;47;7;40;0.1;24.5;0;0;6.3;400;192;3.2;57;0;1.14;1.269;254;2;0.19;0.13;0.51;0;32;0;9.5;9;1.3;44;0;24;42.3
Snacks, noten, zoutjes;Varkenssat? met saus ;stokje;50;213;17;7;13;4;9;0.1;2.7;53;0;0.9;711;38;1;47;8;1.3;270;230;8;0.18;0.08;0.36;;0;0.3;2.3;;7.3;0;6.8;18;13.6
Snacks, noten, zoutjes;Vietnamese loempia ;stuks;70;177;7;19;8;1;7;0;1.3;99;0;2;608;34;1;16;3;0.73;166;81;8;0.09;0.08;0.09;0.17;5;0.4;1.2;;0.7;2.9;15.7;16;11.4
Snacks, noten, zoutjes;Vijgen vers ;stuks;50;80;1;19;0;0;0;0;0;0;0;2;1;54;0.6;15;0;0.3;253;32;12;0.06;0.05;0.11;0;3;0;0.9;;0.5;19;0;4;32
Snacks, noten, zoutjes;Visburger gebakken ;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3
Snacks, noten, zoutjes;Visnugget gebakken ;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3
Snacks, noten, zoutjes;Vissalade ;beleg toast ;;287;8;7;25;3;22;0.2;7.4;172;0;1.2;557;78;0.7;15;28;0.32;188;149;28;0.04;0.11;0.23;0.75;0;6.2;23.8;11;3.1;5.3;2;3;18.6
Snacks, noten, zoutjes;Visschnitzel gebakken ;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3
Snacks, noten, zoutjes;Vissticks gebakken ;middel;25;238;16;14;13;3;10;0;3.9;38;0;0.4;536;16;0.9;32;13;0.58;248;120;69;0.11;0.07;0.15;2;0;1.4;3.5;12;4;1;13;8;7.3
Snacks, noten, zoutjes;Vleessalade ;beleg toast klein;15;258;4;7;24;2;22;0.1;5.5;25;0;0.5;400;14;0.5;7;3;0.47;97;78;94;0.06;0.05;0.06;0.27;2;0.2;0.2;4;0.9;5;2;2;22.3
Snacks, noten, zoutjes;Walnoten ;handje;25;702;15;8;68;5;63;0;37.4;0;0;7.9;12;90;3;160;19;3;500;400;0;0.45;0.3;0.45;0;4;0;2.5;48;1.2;8;0;60;26.7
