Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Snacks, noten, zoutjes;Wokkels ;dessertschaaltje;20;487;3;69;22;11;11;0;2.2;0;0;2.8;1.08;20;1.2;37;1;0.6;602;120;0;0;0.08;;0;;0;;15;2.7;1.4;67.7;14;35.3
Snacks, noten, zoutjes;Worst (incl lever) gemiddeld ;incl lever;;338;16;2;30;11;19;0.2;2.2;83;0;0;1.076;15;2.4;13;15;2.19;206;187;1.627;0.14;0.29;0.15;3.38;0;0.5;0.1;62;3.7;0.5;1.5;0;11.9
Snacks, noten, zoutjes;Worstenbroodje ;stuks;75;380;12;34;22;8;14;;2.6;42;0;0.9;655;20;1.3;20;9;2.17;203;125;12;0.22;0.15;0.1;;0;0.2;0.2;;3.8;2.9;31.4;22;10.6
Snacks, noten, zoutjes;Worstenbroodje diepvr ber ;stuks;75;367;11;38;19;7;12;0.8;2;40;0;0.9;402;20;1.3;20;9;2.17;185;125;12;0.22;0.15;0.1;;0;0.2;0.2;;3.8;3;35;20;11.4
Snacks, noten, zoutjes;Zilveruien zoetzuur Na- glas ;stuks;2;16;1;3;0;0;0;0;0;0;0;1.8;40;25;0.6;5;1;0.1;500;25;0;0;0;0.9;0;2;0;0.1;10;0;2;1;4;25
Snacks, noten, zoutjes;Zilveruitjes zoetzuur ;stuks;2;28;0;7;0;0;0;0;0;0;0;1.8;333;25;0.6;5;1;0.1;88;25;0;0;0;0.9;0;2;0;0.1;10;0;5;2;0;
Snacks, noten, zoutjes;Zilveruitjes zoetzuur glas ;stuks;2;28;0;7;0;0;0;0;0;0;0;1.8;333;25;0.6;5;1;0.1;88;25;0;0;0;0.9;0;2;0;0.1;10;0;5;2;0;
Snacks, noten, zoutjes;Zonnebloempitten ;eetlepel punt;15;633;18;13;57;7;50;0;35.3;0;0;7.4;62;79;4.9;363;49;5.4;660;640;0;1.62;0.17;1.3;0;0;0;37.8;;5.8;0;13;72;35.6
Snacks, noten, zoutjes;Zout biscuitje ;stuks;4;503;8;63;24;11;13;3;1.6;0;0;2;700;38;1.6;24;4;0.41;227;112;0;0.03;0.03;0.04;0;0;0.1;1.9;13;1;11.1;50.8;32;14
Snacks, noten, zoutjes;Zout koekje ;stuks;8;611;7;40;47;21;26;5.8;3.2;0;0;1.4;600;15;0.6;10;5;0.32;50;50;155;0.32;0.26;0.1;0;0;0.7;0.1;5;3.8;4;36;28;7.1
Snacks, noten, zoutjes;Zoute stokje ;stuks;1;373;12;70;5;2;4;0;0.4;0;0;4.2;1.66;36;4.3;35;;0.9;141;110;0;0.46;0.62;0.12;0;0;0;;13;5.3;3.3;66.2;48;9.2
Soepen, sauzen;Aspergesoep gebonden ;soepbord;250;34;1;3;2;1;1;0;0.6;0;0;0.8;323;17;0.2;5;0;0.08;89;12;60;0.02;0.02;0.07;0;6;0.2;0.2;11;0.2;0.4;2.1;3;15
Soepen, sauzen;Aspergesoep helder ;soepbord;250;8;1;1;0;0;0;0;0;0;0;0.8;331;18;0.2;5;0;0.07;90;10;41;0.02;0.02;0.07;0;7;0;0.2;11;0.2;0.4;0.4;2;16.7
Soepen, sauzen;Azijn ;glas;150;0;0;0;0;0;0;0;0;0;0;0;3;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Soepen, sauzen;Barbecuesaus ;lepel;25;77;1;18;0;0;0;0;0;0;0;1;710;;0.9;;;;;;232;;;;;;;;1;;14.2;3.9;4;
Soepen, sauzen;Bouillon van blokje bereid ;soepkop;250;5;0;0;0;0;0;0;0;0;0;0;392;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0.3;1;5
Soepen, sauzen;Bruine bonensoep ;soepbord;250;38;2;4;2;1;1;0;0.4;0;0;2.5;343;19;0.5;14;1;0.18;144;36;15;0.06;0.01;0.04;0;1;0.1;0.1;4;0.2;0.4;3.5;8;18.9
Soepen, sauzen;Champignonsoep ;soepbord;250;15;1;2;0;0;0;0;0;0;0;0.1;423;5;0.1;42;0;0.08;41;6;3;0.01;0;0.02;0;2;0.1;0.1;1;0.2;0.8;1.5;2;12
Soepen, sauzen;Champignonsoep gebonden ;soepbord;250;34;1;3;2;1;1;0;0.6;0;0;0.8;323;17;0.2;5;0;0.08;89;12;60;0.02;0.02;0.07;0;6;0.2;0.2;11;0.2;0.4;2.1;3;15
Soepen, sauzen;Champignonsoep helder ;soepbord;250;8;1;1;0;0;0;0;0;0;0;0.8;331;18;0.2;5;0;0.07;90;10;41;0.02;0.02;0.07;0;7;0;0.2;11;0.2;0.4;0.4;2;16.7
Soepen, sauzen;Chilisaus ;sauslepel;25;107;1;26;0;0;0;0;0;0;0;0.9;1;17;2.2;23;;;520;27;232;0.06;0.06;0.12;;;;;1;1.3;21.8;4.1;3;33.8
Soepen, sauzen;Chinese zoetzure saus ;sauslepel;25;32;0;7;0;0;0;0;0;0;0;0.2;415;3;0.3;4;0;0.08;64;6;17;0.01;0.01;0.01;0;1;0;0.3;2;0.3;3.9;3.2;2;15
Soepen, sauzen;Cocktailsaus 25% olie ;lepel;20;288;1;13;26;4;22;0.1;13.6;33;0;0;450;9;0.4;2;2;0.1;33;24;7;0.01;0;0;;0;0.1;8.2;2;0;10;3;2;48
Soepen, sauzen;Curryketchup ;lepel;25;134;1;33;0;0;0;0;0;1;0;0;2.3;;0;;;;;;232;;;;0;;0;;1;;31.2;2;2;
Soepen, sauzen;Dipsaus ;lepel;20;288;1;13;26;4;22;0.1;13.6;33;0;0;450;9;0.4;2;2;0.1;33;24;7;0.01;0;0;;0;0.1;8.2;2;0;10;3;2;48
Soepen, sauzen;Dressing 40% olie Becel ;sauslepel;25;408;1;11;40;5;36;;27;2;0;0.1;431;0;0.4;7;;0.28;0;0;0;0;0;0;0;0;0;18;2;0;7.8;3;0;
Soepen, sauzen;Dressing zonder olie ;eetlepel punt;15;49;0;12;0;0;0;0;0;0;0;0.2;940;;0;1;;;;;0;;;;;;;;0;;11.5;0.3;0;
Soepen, sauzen;Erwtensoep zonder vlees ;soepbord;250;38;2;4;2;1;1;0;0.4;0;0;2.5;343;19;0.5;14;1;0.18;144;36;15;0.06;0.01;0.04;0;1;0.1;0.1;4;0.2;0.4;3.5;8;18.9
Soepen, sauzen;Frikandelsaus 15% olie ;lepel;25;231;1;23;15;2;13;0;7.8;0;0;0.4;708;;0;;;;;;232;;;;;;;;2;;23;0;4;
Soepen, sauzen;Fritessaus 25% olie ;lepel;20;282;1;12;26;4;22;0;13.3;22;0;0;700;9;0.2;2;2;0.1;33;24;7;0.01;0;0;;0;0.1;8.2;2;0;6.1;5.5;2;48
Soepen, sauzen;Fritessaus 35% olie ;lepel;20;372;0;12;36;5;31;0;18.4;25;0;0;530;11;0.4;21;2;0.1;30;11;9;0;0.01;0;;0;0.1;8.2;2;0;1;11;0;
Soepen, sauzen;Gebonden groentesoep ;soepbord;250;34;1;3;2;1;1;0;0.6;0;0;0.8;323;17;0.2;5;0;0.08;89;12;60;0.02;0.02;0.07;0;6;0.2;0.2;11;0.2;0.4;2.1;3;15
Soepen, sauzen;Groentesoep helder ;soepbord;250;8;1;1;0;0;0;0;0;0;0;0.8;331;18;0.2;5;0;0.07;90;10;41;0.02;0.02;0.07;0;7;0;0.2;11;0.2;0.4;0.4;2;16.7
Soepen, sauzen;Groentesoep uit pakje ;soepbord;250;15;1;2;0;0;0;0;0;0;0;0.1;423;5;0.1;42;0;0.08;41;6;3;0.01;0;0.02;0;2;0.1;0.1;1;0.2;0.8;1.5;2;12
Soepen, sauzen;Halvanaise ;lepel;20;400;1;9;40;6;34;0.1;20.9;45;0;0;750;11;0.4;21;2;0.1;79;14;;0.01;0.02;0.01;;0;0.1;;2;0;5;4;4;14
Soepen, sauzen;Heldere soep m vermicelli ;soepbord;250;15;1;2;0;0;0;0;0;0;0;0.8;324;18;0.2;6;1;0.12;90;12;40;0.02;0.02;0.04;0;7;0;0.2;11;0.2;0.5;1.8;3;13.3
Soepen, sauzen;Heldere soep m vlees ;soepkop;250;40;5;0;2;1;1;0;0.3;16;0;0;344;7;0.4;6;3;0.79;81;42;1;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0;0.2;1;8.4
Soepen, sauzen;Jus gemiddeld vet ;sauslepel;25;199;0;0;22;10;12;0;5.4;9;0;0;84;5;0;1;0;0;1;0;205;0;0;0;0;0;2;0.2;0;0;0.1;0;0;
Soepen, sauzen;Juspoeder ;tabletje;9;576;7;51;38;18;20;0;2.9;0;0;0.9;5.6;0;0;;;;;0;0;0;0;0;;0;0;;;0;0;51;0;
Soepen, sauzen;Kerriesaus ;sauslepel;25;283;1;12;26;2;24;0;8;30;0;0.1;700;;0.4;;;;;;9;;;;;;;;2;;10;2.4;2;
Soepen, sauzen;Ketchup hot ;lepel;25;105;1;25;0;0;0;0;0;0;0;0.8;2.3;13;0;19;0;0.1;350;31;232;0.07;0.09;0.03;0;2;0;0.6;1;2.1;25.3;0;4;34.4
Soepen, sauzen;Ketchup tomaten- ;lepel;25;101;1;25;0;0;0;0;0.1;0;0;0.3;1.19;13;0;19;0;0.1;350;31;232;0.07;0.09;0.03;0;2;0;0.6;1;2.1;23.3;1.4;2;62
Soepen, sauzen;Ketjap asin ;eetlepel punt;16;120;12;18;0;0;0;0;0;0;0;0;5.653;60;5;;;;500;50;0;;;;0;;;;8;;18;0;48;4.2
Soepen, sauzen;Ketjap manis ;eetlepel punt;16;190;3;45;0;0;0;0;0;0;0;0;4.845;47;5.3;37;;0.2;485;23;0;0.05;0.08;0;0;0;0;0;8;3.4;41.3;3.6;10;9.2
Soepen, sauzen;Ketjap zoet ;eetlepel punt;16;190;3;45;0;0;0;0;0;0;0;0;4.845;47;5.3;37;;0.2;485;23;0;0.05;0.08;0;0;0;0;0;8;3.4;41.3;3.6;10;9.2
Soepen, sauzen;Ketjap zoet Na- ;scheutje;15;224;11;45;0;0;0;0;0;0;0;0;28;60;5.3;;;;6.3;50;0;;;;0;;;;8;;41.3;3.6;44;4.5
Soepen, sauzen;Ketjap zout ;eetlepel punt;16;120;12;18;0;0;0;0;0;0;0;0;5.653;60;5;;;;500;50;0;;;;0;;;;8;;18;0;48;4.2
Soepen, sauzen;Kippensoep met vermicelli ;soepbord;250;46;5;2;2;1;1;0;0.3;15;0;0.1;336;7;0.4;7;3;0.83;81;43;2;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0.1;1.7;2;8.3
Soepen, sauzen;Leidingwater ;glas;150;0;0;0;0;0;0;0;0;0;0;0;3;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Soepen, sauzen;Linzensoep Turks pakje ;soepkop;250;50;2;5;3;0;2;;1.6;0;0;0;505;;0.9;;;;54;;2;;;;0;;;;12;;0;5.1;6;
Soepen, sauzen;Maaltijdsoep blik ;soepbord;250;63;3;6;3;1;2;0;0.3;4;0;1;400;15;0.7;8;1;0.19;100;20;;0.02;0.05;0.1;0.33;4;0.1;0.4;6;0.6;2;4;4;6.7
Soepen, sauzen;Maaltijdsoep+peulvr+ vlees ;soepbord;250;92;6;9;3;1;2;0;0.4;10;0;3.8;290;28;1.5;30;3;0.86;334;120;7;0.12;0.06;0.1;0.1;2;0.1;0.3;7;0.5;1.9;7.4;14;19
Soepen, sauzen;Mango chutney ;gram;1;212;1;52;0;0;0;0;0.1;0;0;1.4;1.3;9;1.1;19;;0;42;8;0;0;0.01;;0;0;0;;;0.2;52;0;3;11.4
Soepen, sauzen;Mango chutney ;lepel;25;134;1;33;0;0;0;0;0;1;0;0;2.3;;0;;;;;;232;;;;0;;0;;1;;31.2;2;2;
Soepen, sauzen;Marinade Teriyaki ;eetlepel punt;16;120;12;18;0;0;0;0;0;0;0;0;5.653;60;5;;;;500;50;0;;;;0;;;;8;;18;0;48;4.2
Soepen, sauzen;Mayonaise ;lepel;20;740;1;2;81;6;75;0;16.7;50;0;0;305;19;0.6;2;4;0.22;22;23;26;0.01;0.03;0.01;0.23;0;0.2;31.1;3;0;1.8;0.5;0;19.2
Soepen, sauzen;Mayonaise halfvet ;lepel;20;400;1;9;40;6;34;0.1;20.9;45;0;0;750;11;0.4;21;2;0.1;79;14;;0.01;0.02;0.01;;0;0.1;;2;0;5;4;4;14
Soepen, sauzen;Mayonaiseproduct m olijfolie ;gram;1;621;1;4;67;8;59;;34.6;76;0;0;300;19;0.6;2;4;0.22;22;23;26;0.01;0.03;0.01;0.23;0;0.2;31.1;3;0;2.5;1;0;23
Soepen, sauzen;Mosterd gele ;theelepel;5;146;7;9;9;2;8;0;1;0;0;;2.95;84;2;82;6;1;130;73;0;;;;0;0;0;;0;;0;8.6;27;10.7
Soepen, sauzen;Mosterd Na- ;theelepel;5;124;7;3;10;2;8;0;1;0;0;1;25;84;2;82;6;1;174;73;0;;;;0;0;0;;;;0;3.1;26;11.2
Soepen, sauzen;Mosterdsaus ;sauslepel;25;283;1;12;26;2;24;0;8;30;0;0.1;700;;0.4;;;;;;9;;;;;;;;2;;10;2.4;2;
Soepen, sauzen;Olie alle soorten ;portie;7;894;0;0;99;15;84;0.3;51.8;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;28.4;0;0;0;0;1;
Soepen, sauzen;Oosterse saus kant-en-klaar ;sauslepel;25;133;1;31;1;0;0;0;0.3;0;0;0.5;1.014;7;2;5;;0.9;78;12;100;0.12;0.12;0.1;;18;0;;;0.2;28.1;1;4;12
Soepen, sauzen;Passata gepureerde tomaat ;glas;150;13;1;2;0;0;0;0;0;0;0;1;250;13;0.3;10;0;0.12;212;17;22;0.05;0.02;0.08;0;8;0;1.8;13;0.5;2.3;0;4;18.9
Soepen, sauzen;Piccalilly ;lepel;25;37;1;6;1;0;1;0;0.4;0;0;1.9;1.2;25;0.6;6;;0.1;55;25;0;0.16;0.01;0.01;0;0;0;;17;0.2;3;3;4;25
Soepen, sauzen;Pindasaus bereid ;sauslepel;25;263;8;22;16;3;13;0;2.2;1;0;0;660;28;0.7;83;5;1.14;269;166;0;0.05;0.05;0.06;0;0;0;9.1;0;7.1;16.5;5.4;31;22.1
Soepen, sauzen;Poestasaus ;sauslepel;25;107;1;26;0;0;0;0;0;0;0;0.9;1;17;2.2;23;;;520;27;232;0.06;0.06;0.12;;;;;1;1.3;21.8;4.1;3;33.8
Soepen, sauzen;Sat?saus (pakje) ;pakje;;146;4;20;6;1;5;0;1.5;;0;1;549;29;0.4;24;;0.45;141;72;0;;0.1;0.1;;0;;;;1.6;4.7;15;14;17.1
Soepen, sauzen;Sat?saus (potje) ;potje;;263;8;22;16;3;13;0;2.2;1;0;0;660;28;0.7;83;5;1.14;269;166;0;0.05;0.05;0.06;0;0;0;9.1;0;7.1;16.5;5.4;31;22.1
Soepen, sauzen;Sat?saus huishoud bereid ;gram;1;285;10;11;23;4;19;0;9.1;0;0;2.1;656;28;1;65;3;0.88;263;129;2;0.04;0.05;0.05;0;1;0;7.4;15;5.5;8;2.6;38;13.4
Soepen, sauzen;Sat?saus pindasaus ;sauslepel;25;263;8;22;16;3;13;0;2.2;1;0;0;660;28;0.7;83;5;1.14;269;166;0;0.05;0.05;0.06;0;0;0;9.1;0;7.1;16.5;5.4;31;22.1
Soepen, sauzen;Saus (melk en bloem) ;melk en bloem;;76;1;8;4;1;4;0;2.3;3;0;0.2;513;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Saus (melk en bloem) mz ;melk en bloem;;76;1;8;4;1;4;0;2.3;3;0;0.2;300;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Saus (melk en bloem) zz ;melk en bloem;;76;1;8;4;1;4;0;2.3;3;0;0.2;513;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Saus op basis roux bereid ;eetlepel punt;12;85;3;7;5;2;3;0;1.4;3;0;0.1;134;72;0.1;9;1;0.25;95;58;55;0.03;0.1;0.03;0.22;1;0.4;0.1;4;0.1;2.7;3.9;2;22.3
Soepen, sauzen;Saus pakje <3% vet bereid ;eetlepel punt;12;55;2;9;1;0;1;0;0.7;3;0;0.1;493;14;0.3;8;;0.1;95;26;40;0.6;0.01;0;;4;;;;0.2;4.3;4.7;2;16.3
Soepen, sauzen;Saus pakje >3% vet bereid ;sauslepel;25;76;1;8;4;1;4;0;2.3;3;0;0.2;513;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Saus uit pakje ;sauslepel;25;76;1;8;4;1;4;0;2.3;3;0;0.2;513;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Saus zoetzuur ;sauslepel;25;32;0;7;0;0;0;0;0;0;0;0.2;415;3;0.3;4;0;0.08;64;6;17;0.01;0.01;0.01;0;1;0;0.3;2;0.3;3.9;3.2;2;15
Soepen, sauzen;Schaschliksaus ;sauslepel;25;107;1;26;0;0;0;0;0;0;0;0.9;1;17;2.2;23;;;520;27;232;0.06;0.06;0.12;;;;;1;1.3;21.8;4.1;3;33.8
Soepen, sauzen;Sjasliksaus ;sauslepel;25;107;1;26;0;0;0;0;0;0;0;0.9;1;17;2.2;23;;;520;27;232;0.06;0.06;0.12;;;;;1;1.3;21.8;4.1;3;33.8
Soepen, sauzen;Slafris dressing zonder olie ;eetlepel punt;15;49;0;12;0;0;0;0;0;0;0;0.2;940;;0;1;;;;;0;;;;;;;;0;;11.5;0.3;0;
Soepen, sauzen;Slank-o-naise ;lepel;20;400;1;9;40;6;34;0.1;20.9;45;0;0;750;11;0.4;21;2;0.1;79;14;;0.01;0.02;0.01;;0;0.1;;2;0;5;4;4;14
Soepen, sauzen;Slaolie ;portie;7;894;0;0;99;15;84;0.3;51.8;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;28.4;0;0;0;0;1;
Soepen, sauzen;Slasaus 25% olie ;lepel;20;269;1;9;26;4;22;0;13.1;27;0;0;490;11;0.4;2;3;0.12;43;11;9;0;0.01;0;;0;0.1;6.4;2;0;5.9;3.2;2;18.3
Soepen, sauzen;Slasaus 40 % olie ;lepel;20;400;1;9;40;6;34;0.1;20.9;45;0;0;750;11;0.4;21;2;0.1;79;14;;0.01;0.02;0.01;;0;0.1;;2;0;5;4;4;14
Soepen, sauzen;Soep (groentebasis) blik ;groentebasis;;32;1;5;1;0;1;0.3;0;0;0;0.5;436;18;0.3;6;1;0.18;99;30;5;0.02;0.02;0.03;0;2;0.1;0.8;5;1;1.5;3;4;30
Soepen, sauzen;Soep (groentebasis) Na- ;groentebasis;;21;1;4;0;0;0;;0.1;0;0;0.7;10;5;0.1;42;0;0.08;228;6;3;0.01;0;0.02;0;2;0.1;0.1;1;0.2;1.2;2.8;3;7.5
Soepen, sauzen;Soep (peulvr.basis) blik ;peulvr.basis;;60;3;7;2;1;1;0;0.2;17;0;2.5;400;21;0.8;15;1;0.28;117;53;3;0.03;0.22;0.05;0;1;0.2;0;12;0.4;0;7.1;13;16.6
Soepen, sauzen;Soep (peulvr.basis) pakje ;peulvr.basis;;40;3;6;1;0;0;0.1;0.1;0;0;2.5;400;13;0.8;12;1;0.32;131;50;12;0.05;0.02;0.05;0;1;;0.2;12;;0.9;5.3;11;18.5
Soepen, sauzen;Soep (vleesbasis) blik ;vleesbasis;;29;1;3;1;1;1;0.3;0;2;0;0.4;380;9;0.4;4;1;0.12;45;12;5;0.01;0.02;0.02;0.38;0;0;0.4;2;;1;2.1;0;10.9
Soepen, sauzen;Soep (vleesbasis) pakje ;vleesbasis;;22;1;4;0;0;0;0;0.1;13;0;0.4;430;5;0.5;5;1;0.12;295;93;0;0.77;0.01;0.02;0.38;0;0;0.1;1;0;1.2;2.4;0;84.5
Soepen, sauzen;Soep gebonden m vlees ;soepbord;250;64;5;2;4;2;2;0;0.9;15;0;0.1;335;7;0.4;6;3;0.77;81;42;3;0.02;0.02;0.05;0.35;0;0.3;0.1;2;1.4;0;2;2;8.4
Soepen, sauzen;Soep gebonden+vlees+groe ;soepbord;250;47;3;3;3;1;2;0;0.6;8;0;0.7;269;5;0.4;8;3;0.56;191;60;22;0.04;0.09;0.08;0.27;5;0.3;0.6;10;1.3;0.5;2.7;5;20.7
Soepen, sauzen;Soep helder +vermicelli/groe ;soepbord;250;15;1;2;0;0;0;0;0;0;0;0.8;324;18;0.2;6;1;0.12;90;12;40;0.02;0.02;0.04;0;7;0;0.2;11;0.2;0.5;1.8;3;13.3
Soepen, sauzen;Soep heldere m vermicelli ;soepbord;250;14;1;2;0;0;0;0;0;0;0;0.1;414;7;0.1;2;1;0.07;5;4;0;0;0;0;0;0;0;0;0;0.1;0.2;2.2;2;6.7
Soepen, sauzen;Soep heldere met groente ;soepbord;250;8;1;1;0;0;0;0;0;0;0;0.8;331;18;0.2;5;0;0.07;90;10;41;0.02;0.02;0.07;0;7;0;0.2;11;0.2;0.4;0.4;2;16.7
Soepen, sauzen;Soep heldere met vlees ;soepkop;250;40;5;0;2;1;1;0;0.3;16;0;0;344;7;0.4;6;3;0.79;81;42;1;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0;0.2;1;8.4
Soepen, sauzen;Soep heldere vermicelli/vlees ;soepbord;250;46;5;2;2;1;1;0;0.3;15;0;0.1;336;7;0.4;7;3;0.83;81;43;2;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0.1;1.7;2;8.3
Soepen, sauzen;Soep heldere+vle/verm/groe ;soepbord;250;41;5;2;2;1;1;0;0.2;12;0;0.6;277;16;0.5;9;2;0.16;137;43;34;0.03;0.03;0.08;0.29;5;0.1;0.2;10;1.3;0.4;1.5;3;9.6
Soepen, sauzen;Soep heldere+vlees+groente ;soepbord;250;35;4;1;2;1;1;0;0.2;12;0;0.6;274;15;0.5;8;2;0.68;142;40;35;0.03;0.03;0.08;0.29;6;0.1;0.2;10;1.3;0.4;0.3;2;9.3
Soepen, sauzen;Soep kippen met vermicelli ;soepbord;250;46;5;2;2;1;1;0;0.3;15;0;0.1;336;7;0.4;7;3;0.83;81;43;2;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0.1;1.7;2;8.3
Soepen, sauzen;Soep luxe bereid pakje ;soepbord;250;56;2;8;2;1;1;0;0.3;0;0;0.4;441;8;0.4;7;0;0.18;87;25;4;2.35;0.3;0.1;0;4;0;0.2;1;0.3;0;8;4;16.7
Soepen, sauzen;Soep tarhana Turks pakje ;soepkop;250;48;1;5;3;1;2;;0.9;0;0;0.5;325;;;;;;27;;;;;;0;;;;1;;0;5;0;
Soepen, sauzen;Soja-olie ;portie;7;894;0;0;99;15;84;0.3;51.8;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;28.4;0;0;0;0;1;
Soepen, sauzen;Sojasaus zoet ;eetlepel punt;16;190;3;45;0;0;0;0;0;0;0;0;4.845;47;5.3;37;;0.2;485;23;0;0.05;0.08;0;0;0;0;0;8;3.4;41.3;3.6;10;9.2
Soepen, sauzen;Sojasaus zout ;eetlepel punt;16;120;12;18;0;0;0;0;0;0;0;0;5.653;60;5;;;;500;50;0;;;;0;;;;8;;18;0;48;4.2
Soepen, sauzen;Strooi aroma ;theelepel;2;180;10;25;4;2;2;0;0.3;0;0;0.6;23.61;60;3.7;10;;0.2;26;31;0;0;0.2;0;;1;0;;;5.2;14.8;10.7;40;3.1
Soepen, sauzen;Strooi aroma Na- ;theelepel;2;232;22;28;4;2;2;0.4;0.2;;0;1.1;63;32;6.1;16;;0.2;13;450;0;0.2;0.5;0.3;;2;;;;5.1;26.7;1.2;88;20.4
Soepen, sauzen;Tomaten-(curry) ketchup ;curry;;101;1;25;0;0;0;0;0.1;0;0;0.3;1.19;13;0;19;0;0.1;350;31;232;0.07;0.09;0.03;0;2;0;0.6;1;2.1;23.3;1.4;2;62
Soepen, sauzen;Tomatenketchup ;lepel;25;101;1;25;0;0;0;0;0.1;0;0;0.3;1.19;13;0;19;0;0.1;350;31;232;0.07;0.09;0.03;0;2;0;0.6;1;2.1;23.3;1.4;2;62
Soepen, sauzen;Tomatenpuree geconcentr ;eetlepel punt;25;68;3;14;0;0;0;0;0;0;0;2.8;450;35;5;66;0;1.7;1;70;105;0.12;0.12;0.25;0;30;0;5.4;33;2.6;10;4;12;23.3
Soepen, sauzen;Tomatensap ;glas;150;13;1;2;0;0;0;0;0;0;0;1;250;13;0.3;10;0;0.12;212;17;22;0.05;0.02;0.08;0;8;0;1.8;13;0.5;2.3;0;4;18.9
Soepen, sauzen;Tomatensaus kant-en-klaar ;eetlepel punt;12;49;1;4;3;0;3;0;0.2;0;0;0.7;97;11;0.2;10;0;0.12;257;18;37;0.05;0.02;0.07;0;10;0;0.8;15;0.5;3.5;0.1;4;16.4
Soepen, sauzen;Tomatensoep gebonden ;soepbord;250;34;1;3;2;1;1;0;0.6;0;0;0.8;323;17;0.2;5;0;0.08;89;12;60;0.02;0.02;0.07;0;6;0.2;0.2;11;0.2;0.4;2.1;3;15
Soepen, sauzen;Tomatensoep helder ;soepbord;250;8;1;1;0;0;0;0;0;0;0;0.8;331;18;0.2;5;0;0.07;90;10;41;0.02;0.02;0.07;0;7;0;0.2;11;0.2;0.4;0.4;2;16.7
Soepen, sauzen;Vermicellisoep met groenten ;soepbord;250;15;1;2;0;0;0;0;0;0;0;0.8;324;18;0.2;6;1;0.12;90;12;40;0.02;0.02;0.04;0;7;0;0.2;11;0.2;0.5;1.8;3;13.3
Soepen, sauzen;Vermicellisoep met vlees ;soepbord;250;46;5;2;2;1;1;0;0.3;15;0;0.1;336;7;0.4;7;3;0.83;81;43;2;0.02;0.02;0.05;0.36;0;0.1;0;1;1.5;0.1;1.7;2;8.3
Soepen, sauzen;Vleessaus (uit pakje) ;uit pakje;;76;1;8;4;1;4;0;2.3;3;0;0.2;513;8;0.2;5;;0.1;37;15;40;0.64;0;0;;1;;;;0.3;2.3;5.5;4;12.5
Soepen, sauzen;Water ;glas;150;0;0;0;0;0;0;0;0;0;0;0;3;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Soepen, sauzen;Yoghonaise ;desertlepel;13;276;1;12;25;4;21;0;12.8;26;0;0;675;11;0.4;2;;0.26;43;11;5;0;0.01;0;;0;;;3;0;2;10;0;13.8
Soepen, sauzen;Zoetzure saus ;sauslepel;25;32;0;7;0;0;0;0;0;0;0;0.2;415;3;0.3;4;0;0.08;64;6;17;0.01;0.01;0.01;0;1;0;0.3;2;0.3;3.9;3.2;2;15
Sport-, dieet-, voedingspreparaten;AA-drink energiedrank ;blik;330;66;0;17;0;0;0;0;0;0;0;0;10;7;0;1;0;0;8;0;;0;0;0;0;15;0;0;0;0;15;0.9;0;
Sport-, dieet-, voedingspreparaten;AA-Drink Isotone sportdrank ;fles;330;23;0;6;0;0;0;0;0;0;0;0;49;12;0;8;0;0;10;6;0;0;0;0;0;15;0;0;0;0;5.4;0.3;0;
Sport-, dieet-, voedingspreparaten;AA-drink Multi nine ;blikje;250;52;0;13;0;0;0;0;0;0;0;0;2;7;;1;0;0;8;0;0;0.21;0;0.3;0.15;59;0;1.5;0;2.7;12.5;0.7;0;
